Student_ID,Age,Gender,Education_Level,Course_Name,Time_Spent_on_Videos,Quiz_Attempts,Quiz_Scores,Forum_Participation,Assignment_Completion_Rate,Engagement_Level,Final_Exam_Score,Learning_Style,Feedback_Score,Dropout_Likelihood
S03724,19,Male,Undergraduate,Python Basics,229,3,98,40,85,Medium,68,Reading/Writing,1,No
S03725,33,Male,Undergraduate,Web Development,150,1,79,28,48,High,97,Kinesthetic,3,Yes
S03726,21,Female,High School,Machine Learning,91,3,70,10,80,High,82,Visual,5,No
S03727,49,Female,Undergraduate,Machine Learning,404,2,79,3,42,Medium,59,Kinesthetic,4,Yes
S03728,38,Male,High School,Data Science,394,4,81,44,84,High,79,Reading/Writing,1,No
S03729,18,Male,Undergraduate,Python Basics,113,1,79,43,50,High,52,Auditory,3,No
S03730,22,Female,Postgraduate,Web Development,195,2,97,21,55,High,36,Kinesthetic,5,No
S03731,48,Female,Undergraduate,Python Basics,185,3,47,6,62,Medium,91,Reading/Writing,5,No
S03732,35,Female,Undergraduate,Machine Learning,85,2,43,8,43,High,89,Visual,1,No
S03733,47,Male,High School,Web Development,184,4,52,45,76,High,96,Reading/Writing,1,No
S03734,21,Female,High School,Data Science,319,2,87,17,67,Low,87,Kinesthetic,1,No
S03735,30,Female,High School,Cybersecurity,77,3,53,16,41,Medium,85,Auditory,4,No
S03736,43,Female,Undergraduate,Python Basics,114,2,48,41,96,Medium,67,Reading/Writing,1,No
S03737,15,Female,High School,Data Science,283,1,41,47,50,Low,50,Visual,2,No
S03738,15,Female,High School,Machine Learning,289,4,91,16,86,High,86,Reading/Writing,4,No
S03739,31,Male,Postgraduate,Data Science,227,1,71,14,87,High,36,Visual,5,No
S03740,41,Female,High School,Cybersecurity,159,3,63,18,78,Medium,92,Kinesthetic,2,No
S03741,29,Other,Undergraduate,Web Development,414,4,54,33,42,Low,88,Visual,5,No
S03742,25,Male,High School,Python Basics,251,3,63,42,54,High,39,Kinesthetic,3,No
S03743,21,Other,Undergraduate,Cybersecurity,390,2,62,25,89,Low,66,Visual,5,Yes
S03744,26,Female,Undergraduate,Cybersecurity,299,2,58,3,46,Medium,65,Reading/Writing,1,No
S03745,35,Female,Undergraduate,Data Science,44,3,35,24,40,Medium,84,Auditory,2,No
S03746,33,Female,Undergraduate,Machine Learning,304,2,55,7,56,Low,75,Visual,3,No
S03747,49,Female,High School,Cybersecurity,24,3,45,9,41,Medium,41,Kinesthetic,1,No
S03748,34,Other,Undergraduate,Python Basics,498,3,83,44,45,High,36,Reading/Writing,1,No
S03749,48,Female,High School,Data Science,110,4,66,5,92,High,91,Reading/Writing,2,No
S03750,31,Male,Undergraduate,Web Development,287,4,95,16,94,High,49,Kinesthetic,1,No
S03751,32,Female,Postgraduate,Web Development,295,3,42,5,88,Medium,71,Visual,4,No
S03752,15,Male,High School,Web Development,441,2,79,22,82,Medium,75,Auditory,5,No
S03753,47,Male,Undergraduate,Cybersecurity,15,3,71,36,72,Low,41,Auditory,4,No
S03754,17,Female,Postgraduate,Cybersecurity,122,3,43,32,41,Medium,40,Reading/Writing,1,No
S03755,44,Male,Postgraduate,Data Science,361,4,55,40,89,Medium,91,Visual,5,No
S03756,28,Female,High School,Python Basics,191,2,70,27,51,Medium,35,Visual,4,Yes
S03757,15,Male,Undergraduate,Python Basics,268,2,91,2,86,Medium,71,Kinesthetic,5,No
S03758,47,Male,High School,Web Development,468,4,38,31,53,High,50,Reading/Writing,5,No
S03759,49,Male,Undergraduate,Python Basics,11,1,93,47,94,Low,30,Visual,3,No
S03760,19,Male,Undergraduate,Machine Learning,145,1,71,43,75,Medium,47,Auditory,3,No
S03761,19,Female,High School,Cybersecurity,23,1,50,43,87,Medium,84,Kinesthetic,1,No
S03762,31,Male,High School,Machine Learning,369,1,34,10,46,Low,33,Auditory,3,No
S03763,34,Male,Undergraduate,Data Science,54,2,78,0,96,Medium,73,Auditory,5,No
S03764,24,Female,Postgraduate,Python Basics,299,4,87,18,73,High,37,Auditory,5,No
S03765,27,Male,Undergraduate,Machine Learning,400,2,65,4,51,High,82,Auditory,4,No
S03766,39,Female,High School,Web Development,94,3,73,37,48,Medium,49,Visual,1,No
S03767,43,Female,Postgraduate,Machine Learning,87,2,49,0,97,Medium,72,Auditory,5,No
S03768,22,Female,High School,Cybersecurity,128,4,76,19,77,Medium,62,Auditory,4,No
S03769,49,Female,Postgraduate,Machine Learning,184,4,44,9,88,High,35,Kinesthetic,2,No
S03770,26,Male,Undergraduate,Data Science,452,4,46,7,67,High,42,Auditory,4,No
S03771,18,Female,High School,Machine Learning,246,3,87,10,45,Low,70,Reading/Writing,2,No
S03772,48,Female,High School,Web Development,410,4,55,3,49,Medium,68,Visual,3,No
S03773,20,Male,High School,Cybersecurity,112,2,67,21,56,Medium,61,Reading/Writing,3,No
S03774,20,Other,Undergraduate,Machine Learning,125,2,38,15,55,High,98,Kinesthetic,2,Yes
S03775,38,Female,High School,Machine Learning,191,2,98,37,87,High,52,Auditory,5,No
S03776,35,Male,Undergraduate,Web Development,310,2,81,0,95,Low,55,Visual,5,No
S03777,20,Other,High School,Cybersecurity,140,1,80,33,53,Medium,71,Auditory,5,No
S03778,34,Male,Undergraduate,Machine Learning,261,4,64,42,82,Medium,47,Kinesthetic,4,No
S03779,17,Other,Undergraduate,Machine Learning,488,2,80,16,83,Low,92,Kinesthetic,5,No
S03780,21,Male,Undergraduate,Machine Learning,121,4,52,47,80,High,76,Kinesthetic,1,No
S03781,32,Other,High School,Python Basics,198,2,36,13,81,Low,94,Kinesthetic,2,Yes
S03782,41,Other,Undergraduate,Machine Learning,284,3,75,22,48,Low,61,Visual,4,No
S03783,49,Other,Postgraduate,Web Development,274,2,54,5,77,Low,83,Kinesthetic,4,No
S03784,46,Male,High School,Data Science,143,2,92,16,87,Low,56,Reading/Writing,5,No
S03785,28,Female,High School,Python Basics,230,1,71,12,97,High,38,Reading/Writing,4,No
S03786,38,Female,Postgraduate,Data Science,376,1,50,5,65,High,63,Visual,1,No
S03787,24,Female,Undergraduate,Web Development,209,1,68,47,44,Medium,41,Visual,3,Yes
S03788,20,Other,High School,Data Science,279,1,85,42,58,Low,68,Auditory,3,No
S03789,39,Female,High School,Python Basics,374,2,32,19,74,Medium,44,Kinesthetic,2,No
S03790,39,Female,Undergraduate,Web Development,71,3,73,33,63,High,58,Auditory,5,No
S03791,37,Female,Undergraduate,Machine Learning,144,3,34,11,46,Medium,55,Auditory,5,No
S03792,20,Other,High School,Data Science,50,3,88,49,88,High,44,Auditory,5,No
S03793,36,Female,Postgraduate,Web Development,381,1,96,32,84,High,71,Reading/Writing,3,No
S03794,44,Female,Postgraduate,Machine Learning,214,2,90,20,43,Medium,50,Visual,5,Yes
S03795,24,Male,Undergraduate,Web Development,146,3,62,20,63,Low,47,Kinesthetic,4,No
S03796,49,Male,Postgraduate,Python Basics,442,1,41,41,71,Medium,65,Visual,5,Yes
S03797,31,Female,High School,Machine Learning,27,1,57,1,77,Medium,86,Kinesthetic,2,No
S03798,25,Female,High School,Machine Learning,29,1,56,5,64,Low,98,Kinesthetic,4,No
S03799,29,Male,Undergraduate,Machine Learning,480,2,99,27,79,High,75,Visual,4,Yes
S03800,34,Male,High School,Data Science,267,4,85,8,85,Medium,68,Auditory,1,No
S03801,47,Female,Undergraduate,Machine Learning,360,1,71,15,73,Medium,99,Reading/Writing,4,Yes
S03802,30,Male,Undergraduate,Web Development,156,2,53,33,44,High,69,Auditory,3,Yes
S03803,35,Male,Postgraduate,Cybersecurity,315,1,76,31,80,High,51,Kinesthetic,1,No
S03804,15,Female,High School,Machine Learning,193,2,78,21,40,Low,68,Auditory,5,No
S03805,48,Male,Undergraduate,Python Basics,461,4,83,26,88,Medium,71,Reading/Writing,4,No
S03806,23,Female,Undergraduate,Cybersecurity,403,1,96,14,93,High,38,Reading/Writing,4,No
S03807,42,Male,High School,Data Science,291,1,32,15,67,Medium,62,Visual,5,Yes
S03808,47,Male,High School,Cybersecurity,417,1,72,37,65,High,73,Auditory,1,Yes
S03809,23,Female,Postgraduate,Machine Learning,84,3,48,44,81,Medium,92,Visual,1,No
S03810,29,Male,Postgraduate,Web Development,239,1,76,17,59,Medium,35,Reading/Writing,5,No
S03811,24,Female,High School,Data Science,107,1,57,15,57,Medium,80,Reading/Writing,4,No
S03812,33,Female,Undergraduate,Cybersecurity,158,2,63,43,91,Medium,51,Auditory,4,No
S03813,35,Female,Undergraduate,Machine Learning,478,3,56,46,72,Low,61,Visual,5,No
S03814,31,Male,High School,Web Development,422,2,97,20,76,Low,41,Visual,4,No
S03815,25,Male,Undergraduate,Python Basics,289,2,97,32,55,High,39,Reading/Writing,1,No
S03816,19,Male,High School,Cybersecurity,256,3,80,28,65,Medium,94,Visual,5,No
S03817,32,Female,Undergraduate,Web Development,442,4,59,27,42,Medium,52,Visual,3,No
S03818,16,Female,High School,Python Basics,499,2,90,14,78,Medium,99,Visual,4,No
S03819,28,Male,High School,Machine Learning,228,1,45,20,54,Low,55,Auditory,4,No
S03820,42,Female,Undergraduate,Web Development,224,1,63,26,57,Medium,86,Auditory,2,No
S03821,28,Other,High School,Data Science,44,4,47,4,73,High,86,Visual,1,No
S03822,47,Female,Postgraduate,Python Basics,217,2,39,25,45,Medium,99,Auditory,1,No
S03823,40,Female,Undergraduate,Data Science,90,1,73,46,95,Low,71,Kinesthetic,1,No
S03824,44,Female,High School,Data Science,65,1,98,31,61,Medium,55,Kinesthetic,3,No
S03825,15,Female,High School,Python Basics,93,3,62,45,64,Medium,95,Visual,3,No
S03826,49,Female,High School,Web Development,44,1,41,19,76,Medium,40,Reading/Writing,3,No
S03827,23,Male,Undergraduate,Machine Learning,330,2,90,11,90,High,46,Visual,5,No
S03828,33,Male,High School,Python Basics,167,2,49,7,67,Low,71,Visual,5,No
S03829,19,Male,High School,Python Basics,57,2,54,30,80,Medium,54,Visual,2,Yes
S03830,40,Male,Undergraduate,Data Science,220,4,30,16,71,Medium,87,Reading/Writing,2,Yes
S03831,33,Male,High School,Data Science,46,3,71,45,94,Medium,64,Auditory,2,No
S03832,17,Male,High School,Python Basics,53,3,98,25,70,Medium,37,Reading/Writing,3,No
S03833,25,Female,High School,Python Basics,346,4,99,40,75,Medium,34,Auditory,5,No
S03834,44,Female,Undergraduate,Python Basics,137,1,74,42,97,Medium,75,Auditory,4,No
S03835,30,Female,Undergraduate,Python Basics,290,1,34,47,66,Medium,88,Reading/Writing,3,No
S03836,16,Male,High School,Web Development,271,1,63,0,91,Medium,55,Kinesthetic,1,No
S03837,49,Female,Undergraduate,Python Basics,439,4,58,1,73,Low,96,Auditory,3,No
S03838,48,Female,Postgraduate,Cybersecurity,321,3,45,27,64,Medium,84,Reading/Writing,1,No
S03839,39,Female,High School,Cybersecurity,450,2,65,49,88,High,95,Reading/Writing,5,No
S03840,39,Female,Undergraduate,Data Science,59,1,49,14,77,High,81,Visual,4,No
S03841,47,Female,Undergraduate,Cybersecurity,79,1,92,1,73,Medium,58,Auditory,1,No
S03842,34,Male,Postgraduate,Machine Learning,186,3,57,45,62,High,67,Reading/Writing,3,No
S03843,47,Female,High School,Web Development,465,4,38,18,67,Medium,42,Kinesthetic,1,No
S03844,47,Male,Undergraduate,Data Science,53,3,35,42,67,Medium,51,Kinesthetic,2,No
S03845,39,Male,High School,Web Development,56,4,98,3,98,Low,58,Kinesthetic,4,No
S03846,47,Female,Undergraduate,Cybersecurity,243,1,96,19,60,Low,48,Auditory,2,No
S03847,46,Male,High School,Machine Learning,268,4,91,7,73,Medium,64,Visual,1,No
S03848,16,Female,Undergraduate,Data Science,261,3,48,22,78,High,33,Reading/Writing,1,Yes
S03849,28,Male,Undergraduate,Web Development,143,4,41,44,81,Medium,62,Visual,2,Yes
S03850,36,Male,Postgraduate,Python Basics,269,4,84,32,54,High,47,Reading/Writing,1,No
S03851,17,Female,Undergraduate,Cybersecurity,231,3,37,28,44,Medium,60,Visual,4,No
S03852,30,Male,High School,Python Basics,445,1,35,12,52,High,69,Kinesthetic,2,No
S03853,47,Male,High School,Data Science,391,4,51,44,53,High,93,Auditory,4,Yes
S03854,20,Female,Postgraduate,Data Science,285,3,98,38,95,High,37,Reading/Writing,5,No
S03855,43,Female,Undergraduate,Machine Learning,358,3,96,0,46,High,37,Visual,5,Yes
S03856,28,Male,Postgraduate,Cybersecurity,31,3,54,0,94,High,50,Auditory,2,No
S03857,27,Female,Undergraduate,Machine Learning,338,2,43,47,40,High,40,Visual,5,No
S03858,36,Male,Undergraduate,Machine Learning,267,4,92,2,57,Low,44,Reading/Writing,2,No
S03859,45,Female,High School,Python Basics,214,1,50,37,58,High,79,Kinesthetic,5,No
S03860,18,Female,Undergraduate,Cybersecurity,215,1,87,35,79,Low,92,Kinesthetic,2,No
S03861,37,Male,Postgraduate,Web Development,142,3,75,34,53,Low,84,Reading/Writing,1,No
S03862,38,Male,Undergraduate,Python Basics,436,3,43,30,76,Medium,46,Visual,1,No
S03863,49,Male,Undergraduate,Cybersecurity,477,4,92,14,41,Medium,52,Kinesthetic,4,No
S03864,42,Male,Postgraduate,Python Basics,470,2,79,18,40,Medium,44,Reading/Writing,4,Yes
S03865,22,Male,High School,Cybersecurity,378,1,79,5,82,Medium,66,Kinesthetic,2,No
S03866,45,Female,Undergraduate,Python Basics,178,1,57,37,53,Medium,59,Reading/Writing,4,No
S03867,16,Female,Undergraduate,Web Development,115,3,43,34,54,Medium,73,Kinesthetic,5,Yes
S03868,23,Male,High School,Machine Learning,327,3,51,26,64,Medium,53,Visual,3,No
S03869,26,Female,Undergraduate,Python Basics,166,2,30,9,58,Medium,71,Kinesthetic,4,No
S03870,26,Female,Postgraduate,Machine Learning,430,1,93,11,46,Low,63,Visual,4,No
S03871,23,Female,High School,Python Basics,403,4,85,30,68,Medium,94,Reading/Writing,4,Yes
S03872,33,Female,Postgraduate,Machine Learning,357,3,91,44,58,High,81,Auditory,1,No
S03873,47,Male,Undergraduate,Cybersecurity,466,1,44,30,57,Low,67,Reading/Writing,1,No
S03874,25,Male,Postgraduate,Python Basics,378,4,75,26,91,Medium,51,Auditory,4,No
S03875,25,Female,Undergraduate,Machine Learning,168,2,90,3,78,High,68,Kinesthetic,3,Yes
S03876,49,Male,Undergraduate,Web Development,152,4,97,1,58,High,65,Reading/Writing,1,No
S03877,21,Male,High School,Python Basics,403,1,98,3,77,High,55,Kinesthetic,4,Yes
S03878,26,Male,High School,Web Development,96,4,86,3,64,Medium,54,Kinesthetic,4,No
S03879,39,Female,High School,Python Basics,228,3,80,40,65,High,85,Visual,5,No
S03880,40,Male,Postgraduate,Data Science,394,1,59,32,60,High,78,Auditory,5,No
S03881,21,Female,High School,Python Basics,141,1,97,3,87,High,79,Visual,3,No
S03882,47,Male,Undergraduate,Cybersecurity,129,2,90,47,72,Low,73,Kinesthetic,5,Yes
S03883,27,Female,Postgraduate,Machine Learning,10,1,42,22,47,Low,46,Auditory,1,No
S03884,29,Female,Undergraduate,Machine Learning,69,2,83,23,72,Medium,92,Visual,2,No
S03885,20,Other,High School,Machine Learning,349,2,80,41,92,High,73,Kinesthetic,4,No
S03886,15,Female,Undergraduate,Data Science,167,2,52,20,98,High,37,Reading/Writing,5,No
S03887,48,Female,High School,Cybersecurity,173,4,79,49,65,Low,42,Reading/Writing,2,Yes
S03888,28,Male,High School,Cybersecurity,410,3,33,41,54,Medium,98,Auditory,3,No
S03889,45,Female,Postgraduate,Cybersecurity,237,3,46,24,60,Medium,85,Visual,4,No
S03890,27,Other,Undergraduate,Python Basics,343,3,36,18,50,Medium,52,Reading/Writing,2,No
S03891,15,Male,Undergraduate,Cybersecurity,161,3,89,10,95,Low,98,Auditory,2,Yes
S03892,48,Female,High School,Web Development,481,4,88,13,64,Medium,66,Reading/Writing,3,No
S03893,39,Male,Undergraduate,Machine Learning,105,4,89,10,68,Medium,47,Reading/Writing,4,No
S03894,45,Other,Postgraduate,Cybersecurity,217,2,40,23,49,Medium,83,Kinesthetic,3,No
S03895,25,Male,High School,Cybersecurity,286,3,37,10,89,Medium,65,Kinesthetic,3,Yes
S03896,34,Male,Undergraduate,Web Development,68,4,85,49,42,High,54,Auditory,1,Yes
S03897,16,Female,Undergraduate,Machine Learning,425,2,39,26,69,Low,45,Visual,2,No
S03898,18,Female,High School,Data Science,458,3,84,30,54,Medium,34,Reading/Writing,1,No
S03899,19,Male,High School,Machine Learning,206,4,69,12,48,Medium,55,Auditory,3,No
S03900,18,Male,High School,Python Basics,362,4,68,32,81,High,84,Auditory,1,No
S03901,48,Female,Postgraduate,Machine Learning,249,4,99,0,54,High,78,Kinesthetic,5,No
S03902,25,Male,Undergraduate,Web Development,201,3,80,44,49,Medium,93,Auditory,2,No
S03903,15,Male,High School,Web Development,65,3,40,12,96,High,79,Reading/Writing,4,No
S03904,30,Female,High School,Web Development,85,3,46,30,98,Low,32,Visual,3,No
S03905,23,Male,Undergraduate,Web Development,471,3,90,18,44,Medium,72,Auditory,5,No
S03906,23,Female,High School,Cybersecurity,281,2,47,8,84,High,50,Auditory,5,No
S03907,25,Male,High School,Python Basics,328,2,69,25,67,High,38,Visual,2,No
S03908,39,Female,Postgraduate,Web Development,83,3,56,11,53,Medium,33,Kinesthetic,4,No
S03909,20,Female,Undergraduate,Python Basics,387,1,62,28,77,Low,81,Reading/Writing,1,No
S03910,37,Female,Undergraduate,Web Development,254,4,81,49,90,Low,79,Kinesthetic,3,No
S03911,18,Male,Undergraduate,Machine Learning,446,4,53,42,59,Medium,68,Kinesthetic,4,No
S03912,21,Other,High School,Machine Learning,57,1,82,18,74,High,83,Auditory,1,No
S03913,25,Male,Postgraduate,Cybersecurity,145,3,69,19,81,Low,56,Visual,3,No
S03914,15,Female,High School,Python Basics,395,3,89,21,94,Medium,30,Kinesthetic,2,No
S03915,23,Female,High School,Web Development,294,2,45,5,74,Medium,38,Auditory,1,No
S03916,15,Female,Undergraduate,Machine Learning,28,4,64,6,89,Medium,67,Visual,2,No
S03917,37,Female,High School,Cybersecurity,256,4,61,43,98,High,96,Visual,3,No
S03918,42,Female,Undergraduate,Python Basics,47,3,83,45,42,High,66,Kinesthetic,2,No
S03919,16,Male,Undergraduate,Python Basics,299,4,80,8,98,High,66,Kinesthetic,1,No
S03920,16,Female,High School,Machine Learning,217,1,79,30,44,High,69,Auditory,2,No
S03921,35,Female,High School,Machine Learning,373,1,91,27,43,Medium,58,Visual,2,Yes
S03922,20,Male,High School,Data Science,231,2,35,21,67,Medium,46,Auditory,1,No
S03923,33,Female,High School,Machine Learning,48,1,51,7,74,Low,97,Auditory,1,No
S03924,15,Other,High School,Python Basics,497,4,47,14,40,Low,57,Visual,4,No
S03925,47,Male,High School,Machine Learning,81,3,30,21,98,High,50,Kinesthetic,4,No
S03926,24,Female,Postgraduate,Cybersecurity,289,4,36,35,97,High,76,Kinesthetic,3,No
S03927,20,Female,Postgraduate,Machine Learning,447,4,84,14,60,Medium,94,Reading/Writing,1,No
S03928,49,Male,Undergraduate,Cybersecurity,328,3,61,42,51,Medium,74,Kinesthetic,1,No
S03929,39,Female,Undergraduate,Machine Learning,214,4,81,43,86,High,33,Auditory,1,No
S03930,46,Male,Undergraduate,Machine Learning,25,1,34,44,88,Low,75,Kinesthetic,1,No
S03931,15,Female,Postgraduate,Web Development,394,2,91,1,42,Low,78,Visual,3,No
S03932,32,Female,High School,Cybersecurity,68,2,73,23,52,High,40,Auditory,4,Yes
S03933,35,Male,High School,Python Basics,118,3,57,46,46,Low,73,Reading/Writing,2,No
S03934,30,Other,Undergraduate,Python Basics,23,3,38,40,55,Low,39,Visual,1,No
S03935,15,Female,Undergraduate,Data Science,484,3,93,0,78,High,70,Visual,3,No
S03936,18,Male,High School,Data Science,467,4,85,38,66,Medium,42,Reading/Writing,4,No
S03937,37,Male,High School,Web Development,440,4,99,5,74,Medium,82,Auditory,5,Yes
S03938,26,Female,Undergraduate,Python Basics,88,2,47,31,48,High,95,Reading/Writing,1,No
S03939,46,Female,Undergraduate,Cybersecurity,413,1,51,5,53,High,63,Auditory,3,No
S03940,23,Male,High School,Python Basics,328,1,43,48,52,Low,48,Reading/Writing,5,Yes
S03941,22,Other,Undergraduate,Machine Learning,271,4,61,28,89,Low,49,Auditory,3,No
S03942,43,Female,High School,Data Science,230,1,85,11,78,Low,63,Reading/Writing,3,No
S03943,48,Female,Undergraduate,Cybersecurity,168,4,85,20,59,Medium,52,Auditory,5,No
S03944,21,Female,Undergraduate,Machine Learning,237,2,83,45,44,Medium,63,Auditory,5,No
S03945,27,Female,High School,Machine Learning,235,4,40,43,65,High,77,Reading/Writing,2,Yes
S03946,34,Female,Undergraduate,Python Basics,264,3,69,45,90,Medium,67,Reading/Writing,4,No
S03947,46,Male,Undergraduate,Web Development,194,3,43,28,84,Low,86,Visual,5,No
S03948,16,Male,Undergraduate,Machine Learning,379,4,53,40,43,Medium,41,Auditory,5,No
S03949,48,Male,Undergraduate,Cybersecurity,216,3,79,38,74,Medium,35,Reading/Writing,4,No
S03950,47,Male,Undergraduate,Machine Learning,319,2,30,42,91,Low,33,Visual,2,No
S03951,47,Female,Undergraduate,Web Development,182,2,35,23,52,High,67,Auditory,5,No
S03952,18,Male,Undergraduate,Machine Learning,10,1,59,19,93,High,96,Kinesthetic,3,No
S03953,26,Female,High School,Data Science,436,2,34,26,99,High,74,Reading/Writing,1,Yes
S03954,25,Female,Postgraduate,Web Development,97,4,88,8,68,Low,58,Auditory,2,No
S03955,25,Male,Undergraduate,Python Basics,71,4,81,11,55,Medium,88,Reading/Writing,3,No
S03956,28,Female,Undergraduate,Cybersecurity,98,4,84,35,82,High,86,Reading/Writing,5,No
S03957,47,Other,High School,Machine Learning,201,1,63,48,59,Medium,90,Auditory,1,No
S03958,37,Male,High School,Cybersecurity,255,2,45,48,91,Medium,78,Kinesthetic,4,No
S03959,21,Female,Undergraduate,Machine Learning,253,2,98,43,98,Medium,31,Reading/Writing,3,Yes
S03960,39,Male,Undergraduate,Python Basics,473,4,73,43,78,High,62,Kinesthetic,5,Yes
S03961,47,Female,Postgraduate,Machine Learning,206,2,56,26,59,Medium,47,Reading/Writing,1,No
S03962,47,Female,Undergraduate,Cybersecurity,413,3,88,2,51,High,98,Reading/Writing,4,No
S03963,23,Male,Postgraduate,Data Science,303,4,64,3,71,Medium,72,Auditory,2,No
S03964,36,Female,High School,Data Science,220,4,46,23,98,Medium,89,Reading/Writing,2,No
S03965,38,Female,Postgraduate,Machine Learning,340,1,86,27,68,Medium,65,Visual,4,Yes
S03966,34,Female,Postgraduate,Web Development,311,2,68,37,51,Medium,57,Visual,1,Yes
S03967,20,Female,Undergraduate,Web Development,379,4,92,19,48,High,97,Kinesthetic,5,Yes
S03968,48,Female,Postgraduate,Cybersecurity,340,3,53,1,97,Medium,32,Kinesthetic,4,Yes
S03969,25,Female,Postgraduate,Machine Learning,328,1,80,22,74,Medium,68,Reading/Writing,5,No
S03970,38,Male,Undergraduate,Cybersecurity,174,3,73,48,45,Low,38,Auditory,1,No
S03971,26,Male,High School,Data Science,493,4,32,17,46,High,83,Reading/Writing,1,No
S03972,22,Female,Undergraduate,Machine Learning,255,3,43,36,92,High,85,Auditory,3,No
S03973,25,Male,Undergraduate,Cybersecurity,211,1,45,31,72,High,47,Visual,5,No
S03974,43,Female,Undergraduate,Data Science,175,2,39,1,99,High,36,Reading/Writing,1,Yes
S03975,32,Male,Undergraduate,Machine Learning,71,4,64,21,53,Medium,97,Reading/Writing,4,No
S03976,46,Female,Undergraduate,Web Development,430,4,89,29,72,High,32,Kinesthetic,5,No
S03977,17,Male,Postgraduate,Machine Learning,11,4,39,48,66,Medium,97,Kinesthetic,1,No
S03978,22,Female,Postgraduate,Data Science,266,4,33,37,80,Medium,59,Reading/Writing,1,No
S03979,41,Male,Postgraduate,Cybersecurity,473,3,73,45,94,High,91,Kinesthetic,1,No
S03980,39,Male,Undergraduate,Web Development,329,4,42,38,50,Medium,53,Auditory,3,No
S03981,42,Male,Undergraduate,Data Science,437,2,92,15,42,High,92,Reading/Writing,3,No
S03982,46,Female,Undergraduate,Web Development,484,3,36,17,84,High,34,Reading/Writing,1,No
S03983,32,Male,Undergraduate,Web Development,292,1,75,48,49,Medium,67,Auditory,4,No
S03984,16,Male,High School,Machine Learning,431,1,68,6,45,High,75,Visual,2,No
S03985,28,Other,High School,Cybersecurity,193,4,78,13,64,High,32,Visual,2,No
S03986,41,Female,Undergraduate,Python Basics,394,3,54,28,42,Medium,68,Kinesthetic,3,No
S03987,40,Male,High School,Cybersecurity,156,4,39,41,71,High,73,Visual,1,No
S03988,24,Male,High School,Data Science,497,4,32,48,57,Medium,75,Auditory,2,No
S03989,34,Female,Undergraduate,Machine Learning,222,1,45,37,50,Low,95,Visual,5,No
S03990,30,Female,Postgraduate,Web Development,36,3,52,19,64,High,38,Visual,5,No
S03991,31,Female,Undergraduate,Python Basics,53,3,77,45,56,High,80,Reading/Writing,5,Yes
S03992,44,Male,Undergraduate,Machine Learning,330,1,51,15,47,High,55,Visual,4,No
S03993,19,Male,Undergraduate,Data Science,38,4,89,15,88,High,33,Kinesthetic,1,No
S03994,45,Female,Postgraduate,Cybersecurity,289,3,62,35,89,High,50,Reading/Writing,4,No
S03995,37,Female,High School,Python Basics,182,2,61,41,83,Medium,69,Kinesthetic,2,No
S03996,40,Male,Postgraduate,Data Science,278,4,49,6,63,Low,69,Reading/Writing,1,Yes
S03997,44,Female,Undergraduate,Cybersecurity,475,4,72,22,62,Low,54,Auditory,1,No
S03998,19,Male,High School,Data Science,210,3,98,26,53,Medium,40,Kinesthetic,3,Yes
S03999,35,Male,Undergraduate,Web Development,287,3,67,5,64,Medium,82,Reading/Writing,1,No
S04000,31,Male,Undergraduate,Machine Learning,499,4,41,32,56,Medium,31,Kinesthetic,5,No
S04001,36,Male,Undergraduate,Web Development,420,4,95,21,87,High,42,Visual,3,No
S04002,16,Male,Undergraduate,Data Science,358,2,91,28,46,Low,43,Reading/Writing,3,No
S04003,31,Female,High School,Web Development,382,2,95,45,48,Low,70,Visual,3,No
S04004,16,Male,Undergraduate,Data Science,163,3,45,47,74,Medium,53,Kinesthetic,2,No
S04005,18,Male,Undergraduate,Machine Learning,232,4,84,6,80,Medium,78,Reading/Writing,5,Yes
S04006,40,Male,Undergraduate,Python Basics,162,3,79,14,45,High,61,Reading/Writing,5,No
S04007,45,Female,Postgraduate,Web Development,344,3,89,42,89,Medium,54,Reading/Writing,1,Yes
S04008,33,Male,Undergraduate,Python Basics,188,3,84,18,77,Medium,83,Kinesthetic,5,No
S04009,35,Female,Undergraduate,Web Development,458,1,46,38,63,Medium,83,Kinesthetic,2,No
S04010,48,Female,Postgraduate,Data Science,238,3,30,48,60,Low,81,Auditory,5,No
S04011,43,Female,Undergraduate,Cybersecurity,17,4,97,27,88,High,68,Kinesthetic,3,Yes
S04012,31,Male,Undergraduate,Python Basics,85,3,81,34,97,Medium,63,Visual,1,Yes
S04013,40,Male,High School,Data Science,299,4,70,21,62,Medium,40,Visual,2,No
S04014,24,Male,High School,Data Science,269,4,66,5,50,High,67,Auditory,3,Yes
S04015,35,Male,Postgraduate,Cybersecurity,123,2,69,28,84,Low,48,Auditory,2,No
S04016,36,Female,High School,Web Development,478,2,49,24,94,Medium,79,Reading/Writing,2,No
S04017,20,Male,Postgraduate,Data Science,118,1,64,40,52,Medium,53,Auditory,2,No
S04018,43,Male,High School,Cybersecurity,403,3,96,15,50,Medium,94,Auditory,5,No
S04019,36,Male,Undergraduate,Cybersecurity,309,4,44,10,84,Low,57,Reading/Writing,4,No
S04020,28,Male,Undergraduate,Cybersecurity,281,1,92,41,67,Medium,86,Reading/Writing,4,No
S04021,17,Other,High School,Web Development,187,3,95,13,64,Medium,93,Kinesthetic,3,No
