,Student_ID,Age,Gender,Education_Level,Course_Name,Time_Spent_on_Videos,Quiz_Attempts,Quiz_Scores,Forum_Participation,Assignment_Completion_Rate,Engagement_Level,Final_Exam_Score,Learning_Style,Feedback_Score,Dropout_Likelihood,Adaptive_Rating
4781,S04782,26,Female,Postgraduate,Python Basics,363,2,81,17,74,0,38,Reading/Writing,5,0,1.0
4782,S04783,30,Male,Undergraduate,Data Science,460,3,68,31,86,1,45,Kinesthetic,1,0,1.4
4783,S04784,45,Male,Postgraduate,Python Basics,332,3,34,14,97,1,45,Auditory,5,0,3.0
4784,S04785,44,Female,Undergraduate,Data Science,490,4,35,16,53,0,76,Auditory,2,0,1.0
4785,S04786,32,Male,Postgraduate,Python Basics,499,2,67,37,95,0,77,Reading/Writing,4,0,1.0
4786,S04787,43,Male,High School,Machine Learning,393,2,82,24,80,0,57,Reading/Writing,4,0,1.0
4787,S04788,18,Male,High School,Machine Learning,191,1,84,23,85,1,58,Visual,1,0,1.4
4788,S04789,47,Female,Postgraduate,Cybersecurity,418,1,43,8,72,2,40,Reading/Writing,1,0,1.8
4789,S04790,20,Female,Postgraduate,Cybersecurity,255,4,64,2,60,1,83,Kinesthetic,4,0,2.6
4790,S04791,35,Female,Postgraduate,Machine Learning,65,2,76,2,90,2,77,Visual,4,0,4.2
4791,S04792,33,Male,Undergraduate,Python Basics,119,1,83,13,69,1,30,Reading/Writing,3,0,2.2
4792,S04793,34,Other,Undergraduate,Web Development,476,2,67,48,78,2,45,Reading/Writing,1,0,1.8
4793,S04794,18,Female,High School,Python Basics,289,4,61,11,53,1,79,Auditory,3,0,2.2
4794,S04795,22,Male,Undergraduate,Web Development,461,2,39,27,68,0,90,Kinesthetic,2,0,1.0
4795,S04796,25,Male,Undergraduate,Machine Learning,277,3,57,32,82,1,37,Auditory,3,0,2.2
4796,S04797,22,Male,High School,Web Development,451,1,95,34,99,0,57,Auditory,1,0,1.0
4797,S04798,46,Male,Undergraduate,Python Basics,180,3,97,25,67,2,50,Auditory,2,0,2.6
4798,S04799,28,Female,Postgraduate,Python Basics,488,3,68,18,59,2,67,Auditory,4,0,4.2
4799,S04800,41,Male,Undergraduate,Web Development,37,1,96,6,87,1,87,Auditory,1,1,1.0
4800,S04801,16,Male,Undergraduate,Machine Learning,497,1,37,7,64,1,78,Kinesthetic,3,0,2.2
4801,S04802,46,Other,Undergraduate,Data Science,207,2,91,5,69,2,34,Reading/Writing,5,0,5.0
4802,S04803,30,Other,High School,Data Science,67,3,59,0,51,0,48,Auditory,2,0,1.0
4803,S04804,25,Male,Undergraduate,Web Development,88,1,38,8,99,1,89,Kinesthetic,2,1,1.0
4804,S04805,30,Male,High School,Python Basics,153,3,62,18,59,2,92,Reading/Writing,2,0,2.6
4805,S04806,23,Female,Undergraduate,Python Basics,307,1,35,22,44,1,42,Visual,3,0,2.2
4806,S04807,33,Female,Undergraduate,Machine Learning,367,1,67,34,43,1,70,Kinesthetic,2,0,1.8
4807,S04808,46,Male,Undergraduate,Data Science,61,1,33,38,63,2,54,Kinesthetic,1,0,1.8
4808,S04809,42,Female,Undergraduate,Cybersecurity,164,4,89,42,71,2,46,Reading/Writing,1,1,1.0
4809,S04810,31,Male,Undergraduate,Machine Learning,70,4,44,38,56,1,32,Kinesthetic,4,0,2.6
4810,S04811,47,Female,Undergraduate,Web Development,335,4,91,35,44,0,54,Kinesthetic,4,0,1.0
4811,S04812,37,Female,High School,Data Science,373,1,85,26,66,0,51,Auditory,3,0,1.0
4812,S04813,36,Female,Undergraduate,Data Science,37,2,92,38,72,0,81,Auditory,2,0,1.0
4813,S04814,18,Female,Postgraduate,Python Basics,404,2,76,4,81,2,83,Reading/Writing,5,0,5.0
4814,S04815,20,Female,Postgraduate,Machine Learning,447,3,33,10,84,1,44,Visual,1,0,1.4
4815,S04816,23,Female,High School,Web Development,349,1,76,1,45,1,96,Reading/Writing,3,1,1.0
4816,S04817,47,Male,Postgraduate,Machine Learning,335,4,74,1,76,1,44,Reading/Writing,3,0,2.2
4817,S04818,28,Male,High School,Cybersecurity,401,3,40,17,53,2,45,Auditory,1,0,1.8
4818,S04819,36,Female,Undergraduate,Web Development,86,4,46,35,86,2,56,Auditory,2,0,2.6
4819,S04820,43,Female,Postgraduate,Web Development,380,2,48,44,95,1,60,Reading/Writing,5,0,3.0
4820,S04821,25,Male,Undergraduate,Data Science,450,4,76,27,63,2,74,Auditory,3,0,3.4
4821,S04822,49,Male,Undergraduate,Cybersecurity,435,4,91,29,78,1,92,Reading/Writing,4,0,2.6
4822,S04823,34,Female,Undergraduate,Data Science,29,1,97,25,89,1,54,Kinesthetic,3,0,2.2
4823,S04824,43,Female,Undergraduate,Web Development,133,4,81,14,47,1,90,Reading/Writing,1,0,1.4
4824,S04825,20,Male,High School,Python Basics,20,3,62,23,59,0,83,Kinesthetic,4,0,1.0
4825,S04826,31,Female,Undergraduate,Data Science,163,3,87,5,92,1,40,Reading/Writing,2,0,1.8
4826,S04827,42,Female,Postgraduate,Cybersecurity,52,4,59,27,78,2,86,Reading/Writing,2,0,2.6
4827,S04828,22,Female,High School,Data Science,294,4,83,11,78,1,59,Auditory,5,1,1.0
4828,S04829,46,Female,Postgraduate,Web Development,326,3,62,4,57,2,78,Reading/Writing,1,1,1.0
4829,S04830,18,Male,Postgraduate,Cybersecurity,288,2,84,44,87,0,62,Kinesthetic,2,0,1.0
4830,S04831,33,Male,Undergraduate,Machine Learning,90,3,36,12,92,1,38,Kinesthetic,3,0,2.2
4831,S04832,38,Male,Postgraduate,Cybersecurity,90,4,86,0,91,1,95,Visual,4,0,2.6
4832,S04833,44,Male,Undergraduate,Machine Learning,416,2,94,37,88,0,60,Reading/Writing,1,1,1.0
4833,S04834,45,Male,High School,Machine Learning,227,4,86,35,95,2,71,Visual,5,0,5.0
4834,S04835,16,Female,Postgraduate,Data Science,475,3,47,28,98,1,73,Auditory,4,0,2.6
4835,S04836,42,Female,High School,Machine Learning,225,4,75,41,52,0,65,Reading/Writing,4,1,1.0
4836,S04837,34,Male,Undergraduate,Data Science,493,1,82,36,56,2,84,Kinesthetic,5,0,5.0
4837,S04838,40,Male,Undergraduate,Data Science,291,3,33,20,58,1,37,Auditory,3,0,2.2
4838,S04839,45,Female,Postgraduate,Python Basics,150,1,67,30,59,1,79,Kinesthetic,3,1,1.0
4839,S04840,34,Female,High School,Python Basics,331,2,85,33,87,2,92,Auditory,2,0,2.6
4840,S04841,48,Female,Undergraduate,Cybersecurity,419,3,66,16,74,0,96,Auditory,1,1,1.0
4841,S04842,41,Female,Undergraduate,Web Development,210,1,65,47,48,0,89,Kinesthetic,5,0,1.0
4842,S04843,15,Female,High School,Cybersecurity,303,2,66,19,95,1,54,Auditory,1,0,1.4
4843,S04844,24,Male,Undergraduate,Web Development,467,4,66,5,69,2,79,Reading/Writing,5,0,5.0
4844,S04845,28,Male,Postgraduate,Data Science,212,4,66,13,60,1,55,Auditory,2,0,1.8
4845,S04846,23,Female,Undergraduate,Python Basics,486,3,99,42,82,1,65,Kinesthetic,1,1,1.0
4846,S04847,43,Male,Postgraduate,Machine Learning,75,3,39,36,69,2,56,Kinesthetic,1,1,1.0
4847,S04848,49,Male,High School,Python Basics,89,1,40,39,58,0,30,Reading/Writing,3,0,1.0
4848,S04849,39,Male,High School,Python Basics,274,3,99,25,75,0,80,Kinesthetic,4,1,1.0
4849,S04850,39,Female,High School,Data Science,118,2,87,8,54,0,41,Reading/Writing,5,1,1.0
4850,S04851,41,Female,Undergraduate,Python Basics,495,1,68,42,92,1,79,Auditory,2,0,1.8
4851,S04852,34,Female,Postgraduate,Data Science,410,2,96,28,79,1,48,Auditory,2,0,1.8
4852,S04853,15,Male,High School,Cybersecurity,277,3,53,11,69,0,73,Visual,1,0,1.0
4853,S04854,41,Male,Undergraduate,Data Science,114,4,54,37,87,0,99,Visual,3,0,1.0
4854,S04855,46,Male,Undergraduate,Machine Learning,458,3,43,44,88,0,37,Reading/Writing,1,0,1.0
4855,S04856,27,Female,Undergraduate,Cybersecurity,234,4,89,8,77,1,98,Reading/Writing,1,0,1.4
4856,S04857,46,Female,Undergraduate,Python Basics,334,1,56,22,72,1,93,Visual,2,1,1.0
4857,S04858,24,Female,Postgraduate,Data Science,227,3,81,40,69,2,44,Visual,5,0,5.0
4858,S04859,22,Female,Undergraduate,Web Development,290,3,64,28,88,0,97,Auditory,2,0,1.0
4859,S04860,30,Male,Undergraduate,Cybersecurity,301,1,44,8,49,1,74,Reading/Writing,2,1,1.0
4860,S04861,25,Female,Postgraduate,Python Basics,58,1,43,13,50,0,98,Visual,3,0,1.0
4861,S04862,18,Female,High School,Python Basics,365,4,70,20,97,1,32,Visual,4,1,1.0
4862,S04863,24,Male,Undergraduate,Data Science,105,4,37,32,58,2,61,Kinesthetic,2,0,2.6
4863,S04864,35,Male,Postgraduate,Cybersecurity,29,3,42,10,95,1,90,Visual,4,0,2.6
4864,S04865,22,Female,High School,Data Science,152,3,83,27,78,0,46,Kinesthetic,3,0,1.0
4865,S04866,28,Male,Undergraduate,Machine Learning,258,3,54,32,98,2,84,Reading/Writing,3,0,3.4
4866,S04867,38,Female,Undergraduate,Web Development,80,3,86,23,62,1,59,Reading/Writing,1,1,1.0
4867,S04868,37,Male,Postgraduate,Python Basics,49,1,59,2,68,2,78,Auditory,4,0,4.2
4868,S04869,32,Male,High School,Web Development,369,3,36,43,83,1,79,Auditory,1,0,1.4
4869,S04870,34,Female,High School,Web Development,123,3,34,15,42,1,94,Auditory,3,1,1.0
4870,S04871,48,Female,Undergraduate,Web Development,243,1,78,9,51,1,47,Reading/Writing,2,0,1.8
4871,S04872,16,Female,Undergraduate,Web Development,272,3,96,34,69,2,88,Auditory,5,0,5.0
4872,S04873,33,Female,High School,Python Basics,61,2,65,23,84,1,98,Reading/Writing,3,0,2.2
4873,S04874,35,Female,High School,Data Science,455,3,35,2,49,1,78,Visual,4,0,2.6
4874,S04875,42,Female,Undergraduate,Web Development,305,1,75,19,75,1,93,Visual,2,1,1.0
4875,S04876,15,Female,High School,Cybersecurity,280,2,59,10,49,2,68,Visual,3,0,3.4
4876,S04877,43,Female,Postgraduate,Cybersecurity,241,4,47,45,84,2,72,Kinesthetic,5,0,5.0
4877,S04878,22,Male,Undergraduate,Cybersecurity,237,2,52,21,81,2,79,Auditory,1,0,1.8
4878,S04879,44,Female,High School,Web Development,186,3,77,30,45,2,34,Reading/Writing,1,1,1.0
4879,S04880,46,Other,Undergraduate,Web Development,195,2,90,37,91,0,63,Kinesthetic,2,0,1.0
4880,S04881,20,Female,Undergraduate,Machine Learning,185,1,62,39,62,1,91,Visual,2,0,1.8
4881,S04882,26,Female,Undergraduate,Cybersecurity,39,4,36,19,42,2,72,Reading/Writing,1,0,1.8
4882,S04883,29,Female,Undergraduate,Python Basics,498,1,99,36,79,2,71,Reading/Writing,4,0,4.2
4883,S04884,27,Female,Postgraduate,Web Development,76,4,74,1,76,2,68,Reading/Writing,3,0,3.4
4884,S04885,45,Female,Undergraduate,Machine Learning,352,1,61,41,58,0,80,Kinesthetic,1,1,1.0
4885,S04886,23,Female,Undergraduate,Python Basics,430,1,81,49,91,2,59,Auditory,3,0,3.4
4886,S04887,29,Female,Undergraduate,Data Science,414,3,46,15,67,0,88,Auditory,2,0,1.0
4887,S04888,44,Male,Postgraduate,Data Science,414,4,76,26,49,1,43,Visual,5,0,3.0
4888,S04889,49,Female,Undergraduate,Python Basics,449,4,81,25,57,0,83,Reading/Writing,2,0,1.0
4889,S04890,19,Male,Undergraduate,Python Basics,173,2,68,8,53,0,40,Kinesthetic,1,0,1.0
4890,S04891,17,Male,Undergraduate,Web Development,487,3,68,19,88,2,81,Reading/Writing,4,0,4.2
4891,S04892,49,Female,Undergraduate,Data Science,159,2,37,45,73,1,94,Reading/Writing,4,0,2.6
4892,S04893,25,Male,Undergraduate,Cybersecurity,142,2,30,44,60,2,64,Kinesthetic,3,0,3.4
4893,S04894,43,Female,Undergraduate,Web Development,373,1,59,14,60,0,74,Reading/Writing,3,0,1.0
4894,S04895,44,Female,Undergraduate,Web Development,237,2,41,26,65,0,58,Reading/Writing,4,0,1.0
4895,S04896,26,Male,Undergraduate,Web Development,146,2,49,7,97,1,59,Kinesthetic,5,0,3.0
4896,S04897,22,Female,Undergraduate,Cybersecurity,496,4,95,0,80,2,73,Reading/Writing,1,0,1.8
4897,S04898,48,Other,Postgraduate,Machine Learning,449,3,85,17,74,1,53,Kinesthetic,1,0,1.4
4898,S04899,35,Male,High School,Machine Learning,48,4,87,31,52,1,73,Visual,2,0,1.8
4899,S04900,37,Male,High School,Python Basics,187,4,41,29,63,2,71,Visual,4,0,4.2
4900,S04901,21,Female,Postgraduate,Cybersecurity,112,3,97,43,58,0,35,Auditory,5,0,1.0
4901,S04902,25,Female,Undergraduate,Machine Learning,141,3,78,30,59,1,98,Kinesthetic,5,0,3.0
4902,S04903,39,Other,Undergraduate,Python Basics,454,1,69,26,49,2,54,Auditory,5,0,5.0
4903,S04904,32,Female,Undergraduate,Web Development,479,3,64,13,93,1,84,Kinesthetic,3,0,2.2
4904,S04905,27,Male,Postgraduate,Data Science,168,3,70,3,51,1,41,Kinesthetic,1,1,1.0
4905,S04906,44,Male,Postgraduate,Data Science,373,1,75,32,54,2,30,Kinesthetic,5,1,1.0
4906,S04907,40,Female,Postgraduate,Machine Learning,44,4,69,43,47,0,41,Visual,5,0,1.0
4907,S04908,19,Male,Undergraduate,Python Basics,90,4,35,12,45,2,64,Auditory,3,0,3.4
4908,S04909,43,Male,Postgraduate,Machine Learning,407,3,87,25,72,2,80,Visual,2,0,2.6
4909,S04910,30,Female,High School,Web Development,210,1,66,13,62,2,94,Auditory,1,0,1.8
4910,S04911,48,Male,Postgraduate,Machine Learning,409,2,92,47,96,0,44,Kinesthetic,1,0,1.0
4911,S04912,19,Male,Undergraduate,Machine Learning,491,4,43,35,64,2,59,Visual,2,0,2.6
4912,S04913,48,Male,High School,Cybersecurity,12,1,47,42,77,1,85,Kinesthetic,2,1,1.0
4913,S04914,45,Male,High School,Python Basics,354,4,54,23,90,0,62,Kinesthetic,3,0,1.0
4914,S04915,49,Female,Undergraduate,Python Basics,141,4,72,19,90,1,61,Visual,1,0,1.4
4915,S04916,29,Female,Undergraduate,Machine Learning,345,1,53,39,92,2,40,Reading/Writing,3,0,3.4
4916,S04917,48,Female,High School,Python Basics,110,1,38,35,54,1,37,Auditory,1,1,1.0
4917,S04918,38,Male,High School,Data Science,428,1,72,49,83,0,59,Auditory,5,1,1.0
4918,S04919,19,Male,Undergraduate,Data Science,265,2,69,1,47,1,33,Auditory,5,0,3.0
4919,S04920,28,Female,Postgraduate,Python Basics,32,3,72,38,84,0,82,Kinesthetic,1,0,1.0
4920,S04921,39,Male,Postgraduate,Web Development,207,3,84,45,61,2,89,Reading/Writing,1,0,1.8
4921,S04922,23,Male,High School,Cybersecurity,173,2,84,36,63,2,53,Auditory,1,0,1.8
4922,S04923,40,Female,Undergraduate,Python Basics,160,1,33,23,92,2,77,Auditory,2,0,2.6
4923,S04924,38,Other,Undergraduate,Machine Learning,332,4,94,8,97,1,94,Auditory,4,0,2.6
4924,S04925,18,Male,Postgraduate,Data Science,152,1,60,49,77,2,81,Reading/Writing,1,0,1.8
4925,S04926,37,Female,Undergraduate,Cybersecurity,474,4,72,48,98,0,44,Visual,4,0,1.0
4926,S04927,49,Male,Postgraduate,Cybersecurity,110,3,38,5,93,0,70,Kinesthetic,2,0,1.0
4927,S04928,31,Male,Undergraduate,Python Basics,226,4,83,30,97,1,66,Kinesthetic,2,1,1.0
4928,S04929,15,Male,High School,Cybersecurity,157,4,67,43,62,2,90,Auditory,3,0,3.4
4929,S04930,36,Male,High School,Cybersecurity,213,4,76,11,73,0,58,Visual,4,0,1.0
4930,S04931,39,Female,Undergraduate,Web Development,189,1,87,31,93,2,39,Kinesthetic,3,1,1.0
4931,S04932,25,Female,Undergraduate,Machine Learning,64,2,78,16,63,0,41,Auditory,2,1,1.0
4932,S04933,20,Female,High School,Python Basics,30,4,36,49,56,1,96,Visual,3,1,1.0
4933,S04934,38,Female,High School,Web Development,221,4,73,46,56,1,45,Reading/Writing,5,0,3.0
4934,S04935,23,Female,High School,Cybersecurity,98,4,36,30,88,0,66,Kinesthetic,1,0,1.0
4935,S04936,29,Female,Postgraduate,Cybersecurity,241,2,57,21,74,1,76,Kinesthetic,2,0,1.8
4936,S04937,33,Male,Undergraduate,Machine Learning,174,2,59,48,60,1,32,Reading/Writing,2,0,1.8
4937,S04938,31,Male,High School,Machine Learning,388,3,95,24,41,1,65,Kinesthetic,4,0,2.6
4938,S04939,33,Female,High School,Cybersecurity,241,1,94,1,79,2,88,Auditory,1,1,1.0
4939,S04940,40,Male,Postgraduate,Machine Learning,338,4,58,36,78,1,93,Auditory,1,0,1.4
4940,S04941,46,Female,Undergraduate,Data Science,36,1,90,40,70,1,40,Auditory,4,0,2.6
4941,S04942,48,Male,Postgraduate,Data Science,175,1,78,26,41,2,97,Visual,1,0,1.8
4942,S04943,37,Male,Postgraduate,Web Development,150,1,86,7,88,2,45,Reading/Writing,3,0,3.4
4943,S04944,28,Male,Undergraduate,Cybersecurity,14,1,48,48,79,0,70,Kinesthetic,3,0,1.0
4944,S04945,40,Male,Undergraduate,Cybersecurity,156,1,46,39,67,0,49,Auditory,4,0,1.0
4945,S04946,35,Male,Postgraduate,Python Basics,413,3,42,39,96,2,40,Kinesthetic,2,0,2.6
4946,S04947,29,Female,Undergraduate,Python Basics,22,4,93,3,71,1,99,Auditory,2,0,1.8
4947,S04948,28,Male,Undergraduate,Python Basics,470,2,98,21,83,0,63,Reading/Writing,1,0,1.0
4948,S04949,25,Female,Undergraduate,Cybersecurity,111,2,60,43,70,1,36,Kinesthetic,3,0,2.2
4949,S04950,42,Male,Postgraduate,Python Basics,181,3,41,6,70,1,76,Kinesthetic,5,1,1.0
4950,S04951,38,Female,Undergraduate,Cybersecurity,98,4,91,45,73,0,44,Visual,5,0,1.0
4951,S04952,17,Female,High School,Machine Learning,296,2,71,8,66,1,62,Auditory,4,0,2.6
4952,S04953,27,Female,Undergraduate,Python Basics,433,2,67,33,61,0,73,Auditory,1,1,1.0
4953,S04954,27,Male,Postgraduate,Python Basics,324,3,75,29,75,1,78,Reading/Writing,5,0,3.0
4954,S04955,20,Female,Undergraduate,Web Development,191,2,52,0,47,0,33,Reading/Writing,4,0,1.0
4955,S04956,26,Male,High School,Web Development,449,4,45,24,95,2,37,Reading/Writing,2,0,2.6
4956,S04957,33,Female,Undergraduate,Web Development,457,1,83,10,97,0,60,Reading/Writing,5,0,1.0
4957,S04958,17,Male,Undergraduate,Web Development,196,3,49,15,51,1,88,Auditory,4,0,2.6
4958,S04959,38,Female,Undergraduate,Machine Learning,129,2,82,8,60,1,61,Kinesthetic,2,0,1.8
4959,S04960,35,Male,High School,Machine Learning,87,4,98,29,49,0,95,Reading/Writing,2,0,1.0
4960,S04961,36,Female,Undergraduate,Python Basics,314,2,47,2,83,2,61,Kinesthetic,1,0,1.8
4961,S04962,23,Male,Undergraduate,Python Basics,10,1,51,29,40,2,71,Visual,2,0,2.6
4962,S04963,25,Other,Undergraduate,Python Basics,381,2,43,35,55,1,85,Kinesthetic,5,0,3.0
4963,S04964,36,Male,Postgraduate,Python Basics,362,4,34,23,49,2,51,Reading/Writing,2,0,2.6
4964,S04965,26,Female,Undergraduate,Web Development,40,3,45,47,88,2,40,Auditory,4,1,1.0
4965,S04966,33,Female,Undergraduate,Data Science,116,1,52,7,44,2,88,Kinesthetic,4,0,4.2
4966,S04967,29,Female,Undergraduate,Web Development,300,3,67,14,70,1,53,Auditory,4,0,2.6
4967,S04968,40,Male,Undergraduate,Data Science,15,4,49,14,68,0,80,Reading/Writing,4,0,1.0
4968,S04969,36,Female,High School,Data Science,47,4,84,29,88,1,64,Kinesthetic,2,0,1.8
4969,S04970,28,Male,Undergraduate,Machine Learning,219,1,89,0,65,1,83,Auditory,3,0,2.2
4970,S04971,22,Female,High School,Machine Learning,397,1,35,36,66,0,67,Visual,3,0,1.0
4971,S04972,31,Female,Postgraduate,Python Basics,384,1,88,46,47,1,35,Reading/Writing,1,0,1.4
4972,S04973,15,Female,Postgraduate,Machine Learning,272,4,62,42,88,1,93,Visual,4,0,2.6
4973,S04974,17,Female,High School,Data Science,415,3,80,5,74,1,46,Visual,2,1,1.0
4974,S04975,45,Male,Undergraduate,Cybersecurity,90,3,38,32,91,1,47,Visual,1,0,1.4
4975,S04976,20,Female,Undergraduate,Data Science,189,3,74,19,75,1,57,Auditory,3,1,1.0
4976,S04977,19,Female,Undergraduate,Web Development,453,3,48,42,61,2,42,Reading/Writing,3,1,1.0
4977,S04978,19,Female,Undergraduate,Web Development,306,3,94,42,45,2,64,Kinesthetic,1,1,1.0
4978,S04979,38,Male,Undergraduate,Cybersecurity,465,2,42,34,44,1,81,Reading/Writing,1,0,1.4
4979,S04980,21,Female,High School,Machine Learning,250,4,66,31,74,1,35,Kinesthetic,4,0,2.6
4980,S04981,32,Other,High School,Web Development,150,2,46,5,80,1,75,Visual,5,0,3.0
4981,S04982,44,Male,High School,Cybersecurity,15,4,30,30,59,0,52,Visual,5,1,1.0
4982,S04983,32,Male,Undergraduate,Web Development,30,2,93,3,62,2,98,Auditory,5,0,5.0
4983,S04984,22,Other,Undergraduate,Web Development,445,1,81,37,44,1,62,Visual,1,0,1.4
4984,S04985,24,Female,High School,Machine Learning,368,4,96,14,68,2,72,Auditory,1,0,1.8
4985,S04986,36,Male,Undergraduate,Machine Learning,306,2,89,39,93,2,84,Reading/Writing,2,0,2.6
4986,S04987,35,Female,Postgraduate,Data Science,102,3,87,45,98,1,78,Reading/Writing,5,0,3.0
4987,S04988,32,Male,Undergraduate,Machine Learning,114,1,94,7,47,2,64,Auditory,4,1,1.0
4988,S04989,46,Male,High School,Cybersecurity,241,2,42,5,71,2,60,Auditory,5,0,5.0
4989,S04990,34,Female,Undergraduate,Web Development,115,3,96,2,89,0,81,Visual,1,0,1.0
4990,S04991,26,Female,High School,Cybersecurity,315,1,90,1,54,1,71,Kinesthetic,5,0,3.0
4991,S04992,39,Other,Undergraduate,Python Basics,476,4,92,22,75,2,96,Kinesthetic,3,0,3.4
4992,S04993,25,Female,High School,Web Development,157,4,94,32,51,1,43,Kinesthetic,2,0,1.8
4993,S04994,38,Male,Undergraduate,Cybersecurity,310,3,92,24,56,1,55,Reading/Writing,5,0,3.0
4994,S04995,46,Female,High School,Machine Learning,382,3,63,44,54,0,38,Reading/Writing,1,0,1.0
4995,S04996,24,Female,High School,Data Science,287,2,41,12,51,2,51,Auditory,2,0,2.6
4996,S04997,40,Male,High School,Data Science,391,4,35,1,54,0,93,Kinesthetic,2,0,1.0
4997,S04998,29,Male,Undergraduate,Python Basics,283,3,86,28,56,0,39,Reading/Writing,4,0,1.0
4998,S04999,49,Female,High School,Cybersecurity,496,1,71,6,97,1,83,Auditory,1,0,1.4
4999,S05000,26,Female,Undergraduate,Machine Learning,86,1,92,24,88,2,40,Kinesthetic,4,0,4.2
5000,S05001,43,Male,High School,Machine Learning,133,2,49,9,48,2,35,Kinesthetic,1,0,1.8
5001,S05002,21,Female,Postgraduate,Data Science,64,1,60,40,45,0,37,Auditory,2,0,1.0
5002,S05003,38,Female,Undergraduate,Cybersecurity,476,2,65,36,71,1,99,Kinesthetic,1,0,1.4
5003,S05004,28,Female,High School,Machine Learning,259,1,72,14,50,0,57,Kinesthetic,1,0,1.0
5004,S05005,34,Male,Postgraduate,Cybersecurity,92,1,38,12,49,2,94,Auditory,5,0,5.0
5005,S05006,31,Male,Postgraduate,Web Development,85,3,97,1,99,1,80,Reading/Writing,5,0,3.0
5006,S05007,24,Female,Postgraduate,Machine Learning,137,3,46,13,67,1,30,Kinesthetic,4,0,2.6
5007,S05008,44,Female,Undergraduate,Machine Learning,278,1,92,36,71,0,67,Kinesthetic,1,0,1.0
5008,S05009,15,Female,Undergraduate,Cybersecurity,210,1,80,28,45,2,51,Auditory,5,0,5.0
5009,S05010,26,Female,High School,Python Basics,250,4,72,17,54,0,96,Kinesthetic,3,0,1.0
5010,S05011,22,Female,High School,Data Science,412,1,72,8,72,0,67,Reading/Writing,4,1,1.0
5011,S05012,27,Female,High School,Data Science,181,1,97,25,58,1,44,Reading/Writing,4,1,1.0
5012,S05013,33,Female,High School,Web Development,86,1,48,48,64,1,57,Auditory,4,0,2.6
5013,S05014,49,Female,High School,Machine Learning,139,3,63,26,95,2,90,Auditory,1,0,1.8
5014,S05015,46,Female,Undergraduate,Web Development,144,3,88,19,48,0,78,Reading/Writing,1,0,1.0
5015,S05016,15,Male,Postgraduate,Cybersecurity,84,4,73,13,61,2,74,Visual,4,0,4.2
5016,S05017,32,Female,High School,Data Science,454,3,75,23,44,2,92,Auditory,5,0,5.0
5017,S05018,32,Male,Undergraduate,Cybersecurity,163,1,46,25,90,2,82,Reading/Writing,4,0,4.2
5018,S05019,29,Male,Undergraduate,Machine Learning,271,4,42,34,93,1,76,Reading/Writing,1,0,1.4
5019,S05020,18,Male,Undergraduate,Machine Learning,287,2,52,25,75,2,93,Reading/Writing,2,0,2.6
5020,S05021,26,Male,High School,Python Basics,217,4,60,48,71,2,38,Kinesthetic,4,0,4.2
5021,S05022,17,Male,Postgraduate,Cybersecurity,470,4,70,12,96,1,89,Kinesthetic,4,1,1.0
5022,S05023,33,Male,Undergraduate,Web Development,237,1,84,19,58,0,32,Visual,2,0,1.0
5023,S05024,23,Female,Undergraduate,Python Basics,223,3,66,18,45,0,67,Auditory,4,0,1.0
5024,S05025,26,Female,Undergraduate,Cybersecurity,86,4,42,20,70,1,30,Reading/Writing,5,0,3.0
5025,S05026,32,Female,Undergraduate,Python Basics,469,3,43,14,60,1,43,Auditory,2,0,1.8
5026,S05027,37,Female,Undergraduate,Web Development,107,2,66,12,80,1,56,Kinesthetic,4,0,2.6
5027,S05028,28,Female,Undergraduate,Web Development,438,3,41,44,99,1,54,Visual,5,0,3.0
5028,S05029,24,Male,High School,Data Science,158,4,92,21,50,2,69,Auditory,2,0,2.6
5029,S05030,24,Male,High School,Web Development,387,3,80,16,43,2,36,Visual,4,0,4.2
5030,S05031,18,Female,Undergraduate,Python Basics,420,1,86,31,91,0,90,Kinesthetic,2,0,1.0
5031,S05032,36,Male,Undergraduate,Machine Learning,70,1,71,7,68,1,99,Reading/Writing,2,1,1.0
5032,S05033,33,Female,Undergraduate,Web Development,457,2,90,26,76,1,84,Auditory,2,1,1.0
5033,S05034,32,Female,Postgraduate,Data Science,155,1,52,17,50,2,99,Reading/Writing,2,1,1.0
5034,S05035,49,Male,Undergraduate,Machine Learning,482,2,98,41,71,1,67,Visual,2,0,1.8
5035,S05036,39,Female,Undergraduate,Web Development,434,4,79,2,71,1,96,Kinesthetic,1,0,1.4
5036,S05037,21,Male,High School,Python Basics,350,2,81,45,81,2,93,Auditory,4,0,4.2
5037,S05038,41,Male,High School,Cybersecurity,341,1,63,10,55,2,73,Visual,4,0,4.2
5038,S05039,26,Male,Undergraduate,Data Science,63,4,45,12,84,1,58,Visual,5,1,1.0
5039,S05040,26,Female,Postgraduate,Data Science,469,3,82,9,41,1,53,Auditory,1,0,1.4
5040,S05041,28,Female,High School,Python Basics,407,3,47,31,87,2,71,Reading/Writing,2,0,2.6
5041,S05042,40,Female,Undergraduate,Machine Learning,261,3,45,3,54,1,90,Auditory,3,1,1.0
5042,S05043,20,Female,Postgraduate,Python Basics,219,2,74,27,44,1,41,Kinesthetic,1,0,1.4
5043,S05044,48,Female,High School,Cybersecurity,300,1,44,0,95,2,91,Reading/Writing,1,0,1.8
5044,S05045,33,Female,High School,Data Science,341,4,57,35,64,2,37,Reading/Writing,2,0,2.6
